defined_class	defined_class_name	entity	entity_name	attribute	attribute_name	exact_synonyms	xrefs	orcid
OBA:0002072		UBERON:0001684	mandible	PATO:0000117	size			
OBA:0002073		UBERON:0008200	forehead	PATO:0000119	height			
OBA:0002074		UBERON:0001690	ear	PATO:0000140	position			
OBA:0002075		UBERON:0001691	external ear	PATO:0001599	rotated			
OBA:0002076		GO:0007605	sensory perception of sound	PATO:0000070	amount			
OBA:0002077		UBERON:0001691	external ear	PATO:0000140	position			
OBA:0002078		UBERON:0002488	helix	PATO:0000117	size			
OBA:0002079		UBERON:0016466	antihelix	PATO:0000140	position			
OBA:0002080		UBERON:0001352	external acoustic meatus	PATO:0000117	size			
OBA:0002081		GO:0055127	vibrational conductance of sound to the inner ear	PATO:0000070	amount			
OBA:0002082		UBERON:0001352	external acoustic meatus	PATO:0000136	closure			
OBA:0002083		UBERON:0000004	nose	PATO:0000117	size			
OBA:0002084		UBERON:0000004	nose	PATO:0000052	shape			
OBA:0002085		UBERON:0001706	nasal septum	PATO:0000122	length			
OBA:0002086		UBERON:0008340	nasal bridge	PATO:0000140	position			
OBA:0002087		UBERON:0001823	nasal cartilage	PATO:0000117	size			
OBA:0002088		UBERON:0008340	nasal bridge	PATO:0000117	size			
OBA:0002089		UBERON:0012128	nose tip	PATO:0001591	curvature			
OBA:0002090		UBERON:0001681	nasal bone	PATO:0000117	size			
OBA:0002091		UBERON:0000004	nose	PATO:0000140	position			
OBA:0002092		UBERON:0012128	nose tip	PATO:0002006	2-D shape			
OBA:0002093		UBERON:0010425	internal naris	PATO:0000141	structure			
OBA:0002094		UBERON:0010425	internal naris	PATO:0000136	closure			
OBA:0002095		UBERON:0005928	external naris	PATO:0001591	curvature			
OBA:0002096		UBERON:0012128	nose tip	PATO:0000117	size			
OBA:0002097		UBERON:0012128	nose tip	PATO:0002005	concavity			
OBA:0002098		UBERON:0000004	nose	PATO:0001591	curvature			
OBA:0002099		GO:0007608	sensory perception of smell	PATO:0000070	amount			
OBA:0002100		UBERON:0005928	external naris	PATO:0000060	spatial pattern			
OBA:0002101		UBERON:0002377	muscle of neck	PATO:0001230	strength			
OBA:0002102		UBERON:0000974	neck	PATO:0000122	length			
OBA:0002103		UBERON:0000974	neck	PATO:0000117	size			
OBA:0002104		UBERON:0000964	cornea	PATO:0000117	size			
OBA:0002105		UBERON:0010222	anatomical line between pupils	PATO:0001652	alignment			
OBA:0002106		UBERON:0010230	eyeball of camera-type eye	PATO:0000140	position			
OBA:0002107		UBERON:0001819	palpebral fissure	PATO:0000052	shape			
OBA:0002108		UBERON:0001711	eyelid	PATO:0000052	shape			
OBA:0002109		UBERON:0001769	iris	PATO:0000070	amount			
OBA:0002110		UBERON:0001702	eyelash	PATO:0000122	length			
OBA:0002111		UBERON:0010230	eyeball of camera-type eye	PATO:0000070	amount			
OBA:0002112		UBERON:0010163	eyebrow	PATO:0000060	spatial pattern			
OBA:0002113		UBERON:0000964	cornea	PATO:0000141	structure			
OBA:0002114		UBERON:0001702	eyelash	PATO:0000070	amount			
OBA:0002115		UBERON:0001850	lacrimal drainage system	PATO:0000136	closure			
OBA:0002116		UBERON:0010230	eyeball of camera-type eye	PATO:0000117	size			
OBA:0002117		UBERON:0010163	eyebrow	PATO:0000117	size			
OBA:0002118		UBERON:0001819	palpebral fissure	PATO:0000117	size			
OBA:0002119		UBERON:0010230	eyeball of camera-type eye	PATO:0000136	closure			
OBA:0002120		UBERON:0001773	sclera	PATO:0000117	size			
OBA:0002121		UBERON:0001601	extra-ocular muscle	PATO:0002076	movement behavioral quality			
OBA:0002122		UBERON:0016462	periorbital skin	PATO:0000150	texture			
OBA:0002123		UBERON:0000941	cranial nerve II	PATO:0000117	size			
OBA:0002124		UBERON:0000019	camera-type eye	PATO:0000927	photosensitivity			
OBA:0002125		GO:0007601	visual perception	PATO:0000070	amount			
OBA:0002126		UBERON:0001702	eyelash	PATO:0000060	spatial pattern			
OBA:0002127		UBERON:0001711	eyelid	PATO:0000060	spatial pattern			
OBA:0002128		UBERON:0001711	eyelid	PATO:0001509	functionality			
OBA:0002130		UBERON:0001091	calcareous tooth	PATO:0000070	amount			
OBA:0002131		UBERON:0016454	upper central secondary incisor tooth	PATO:0000117	size			
OBA:0002132		UBERON:0003672	dentition	PATO:0000140	position			
OBA:0002133		UBERON:0001752	enamel	PATO:0000014	color			
OBA:0002134		UBERON:0003672	dentition	PATO:0000117	size			
OBA:0002135		UBERON:0018604	upper lateral incisor tooth	PATO:0000070	amount			
OBA:0002136		UBERON:0003672	dentition	PATO:0002007	convex 3-D shape			
OBA:0002137		UBERON:0001751	dentine	PATO:0000141	structure			
OBA:0002138		UBERON:0001752	enamel	PATO:0000141	structure			
OBA:0002139		UBERON:0001027	sensory nerve	PATO:0001020	damage			
OBA:0002140		GO:0030424	axon	PATO:0002037	degeneration			
OBA:0002141		UBERON:0000975	sternum	PATO:0002005	concavity			
OBA:0002142		UBERON:0000975	sternum	PATO:0000140	position			
OBA:0002143		UBERON:0002228	rib	PATO:0000122	length			
OBA:0002144		UBERON:0016416	anterior chest	PATO:0000117	size			
OBA:0002146		UBERON:0000995	uterus	PATO:0000052	shape			
OBA:0002147		GO:0045136	development of secondary sexual characteristics	PATO:0002325	onset quality			
OBA:0002148		GO:0030252	growth hormone secretion	PATO:0000161	rate			
OBA:0002149		UBERON:0018229	renin-angiotensin system	PATO:0002265	behavioural activity			
OBA:0002150		UBERON:0002228	rib	PATO:0000117	size			
OBA:0002151		UBERON:0002228	rib	PATO:0000140	position			
OBA:0002152		UBERON:0001105	clavicle bone	PATO:0000122	length			
OBA:0002153		UBERON:0002228	rib	PATO:0002005	concavity			
OBA:0002154		UBERON:0002293	costochondral joint	PATO:0000140	position			
OBA:0002155		UBERON:0003252	thoracic rib cage	PATO:0001591	curvature			
OBA:0002156		UBERON:0002228	rib	PATO:0001591	curvature			
OBA:0002157		UBERON:0006657	glenoid fossa	PATO:0001591	curvature			
OBA:0002158		UBERON:0002293	costochondral joint	PATO:0000117	size			
OBA:0002159		UBERON:0002228	rib	PATO:0000070	amount			
OBA:0002160		UBERON:0016422	compact bone of long bone	PATO:0000117	size			
OBA:0002161		UBERON:0004769	diaphysis	PATO:0000122	length			
OBA:0002162		UBERON:0001273	ilium	PATO:0000117	size			
OBA:0002163		UBERON:0002495	long bone	PATO:0000052	shape			
OBA:0002164		UBERON:0019246	palmar skin crease	PATO:0000070	amount			
OBA:0002165		UBERON:0002097	skin of body	PATO:0001800	water composition			
OBA:0002166		UBERON:0002097	skin of body	PATO:0000014	color			
OBA:0002167		UBERON:0001003	skin epidermis	PATO:0000117	size			
OBA:0002168		UBERON:0002097	skin of body	PATO:0000117	size			
OBA:0002169		UBERON:0000924	ectoderm	PATO:0000141	structure			
OBA:0002170		UBERON:0002097	skin of body	PATO:0000060	spatial pattern			
OBA:0002171		UBERON:0002097	skin of body	PATO:0001031	elasticity			
OBA:0002172		UBERON:0002097	skin of body	PATO:0000048	hardness			
OBA:0002173		UBERON:0002097	skin of body	PATO:0000017	color saturation			
OBA:0002174		UBERON:0002097	skin of body	PATO:0000141	structure			
OBA:0002175		UBERON:0002097	skin of body	PATO:0000927	photosensitivity			
OBA:0002176		UBERON:0002190	subcutaneous adipose tissue	PATO:0002083	altered number of			
OBA:0002177		UBERON:0006558	lymphatic part of lymphoid system	PATO:0000025	composition			
OBA:0002178		UBERON:0035550	superficial vein	PATO:0000140	position			
OBA:0002179		UBERON:0002097	skin of body	PATO:0001662	fragility			
OBA:0002180		UBERON:0000965	lens of camera-type eye	PATO:0002181	displaced			
OBA:0002181		UBERON:0000941	cranial nerve II	PATO:0000141	structure			
OBA:0002182		UBERON:0003951	ocular fundus	PATO:0000117	size			
OBA:0002183		UBERON:0000053	macula lutea	PATO:0000117	size			
OBA:0002184		UBERON:0000941	cranial nerve II	PATO:0001020	damage			
OBA:0002185		UBERON:0001697	orbit of skull	PATO:0000141	structure			
OBA:0002186		UBERON:0000996	vagina	PATO:0000052	shape			
OBA:0002187		UBERON:0008878	palmar part of manus	PATO:0000117	size			
OBA:0002188		UBERON:0002398	manus	PATO:0000117	size			
OBA:0002189		UBERON:0002389	manual digit	PATO:0000944	sharpness			
OBA:0002190		UBERON:0002331	umbilical cord	PATO:0000122	length			
OBA:0002191		UBERON:0009552	distal segment of manual digit	PATO:0000140	position			
OBA:0002192		UBERON:0002544	digit	PATO:0000052	shape			
OBA:0002193		UBERON:0001463	manual digit 1	PATO:0002006	2-D shape			
OBA:0002194		UBERON:0004452	carpal region	PATO:0000141	structure			
OBA:0002195		UBERON:0002374	metacarpal bone	PATO:0000117	size			
OBA:0002196		UBERON:0002389	manual digit	PATO:0000052	shape			
OBA:0002197		UBERON:0017716	thenar eminence	PATO:0000117	size			
OBA:0002198		GO:0050890	cognition	PATO:0000057	occurrence			
OBA:0002199		GO:0032502	developmental process	PATO:0002325	onset quality			
OBA:0002200		GO:0060004	reflex	PATO:0000161	rate			
OBA:0002201		UBERON:0002336	corpus callosum	PATO:0000070	amount			
OBA:0002202		GO:0060004	reflex	PATO:0000070	amount			
OBA:0002204		UBERON:0004714	septum pellucidum	PATO:0000070	amount			
OBA:0002205		UBERON:0000982	skeletal joint	PATO:0002325	onset quality			
OBA:0002206		UBERON:0000043	tendon	PATO:0000122	length			
OBA:0002207		UBERON:0000982	skeletal joint	PATO:0002181	displaced			
OBA:0002208		UBERON:0000982	skeletal joint	PATO:0000004	mobility			
OBA:0002209		UBERON:0001464	hip	PATO:0000141	structure			
OBA:0002210		UBERON:0000982	skeletal joint	PATO:0000025	composition			
OBA:0002211		UBERON:0004476	musculature of shoulder	PATO:0000117	size			
OBA:0002212		UBERON:0002510	anterior fontanel	PATO:0002325	onset quality			
OBA:0002213		UBERON:0001435	carpal bone	PATO:0000117	size			
OBA:0002214		UBERON:0002389	manual digit	PATO:0000117	size			
OBA:0002215	growth rate trait	GO:0040007	growth	PATO:0000161	rate			
OBA:0002216		GO:0040007	growth	PATO:0002325	onset quality			
OBA:0002217		GO:0009790	embryo development	PATO:0000161	rate			
OBA:0002218		UBERON:0000916	abdomen	PATO:0000140	position			
OBA:0002219		UBERON:0003697	abdominal wall	PATO:0000136	closure			
OBA:0002220		UBERON:0002382	rectus abdominis muscle	PATO:0000052	shape			
OBA:0002221		UBERON:0007118	umbilicus	PATO:0000140	position			
OBA:0002222		UBERON:0001245	anus	PATO:0002181	displaced			
OBA:0002223		UBERON:0016416	anterior chest	PATO:0001648	circumference			
OBA:0002224		UBERON:0001443	chest	PATO:0000965	symmetry			
OBA:0002225		UBERON:0035116	diastema between upper central incisors	PATO:0000122	length			
OBA:0002226		UBERON:0003451	lower jaw incisor	PATO:0000117	size			
OBA:0002227		UBERON:0001737	larynx	PATO:0000141	structure			
OBA:0002228		UBERON:0003706	laryngeal vocal fold	PATO:0001230	strength			
OBA:0002229		UBERON:0003706	laryngeal vocal fold	PATO:0002076	movement behavioral quality			
OBA:0002230		GO:0007567	parturition	PATO:0002325	onset quality			
OBA:0002231		UBERON:0002094	interventricular septum	PATO:0000136	closure			
OBA:0002232		UBERON:0002085	interatrial septum	PATO:0000136	closure			
OBA:0002233		UBERON:0002135	mitral valve	PATO:0000140	position			
OBA:0002234		GO:0060047	heart contraction	PATO:0000070	amount			
OBA:0002235		UBERON:0002146	pulmonary valve	PATO:0000141	structure			
OBA:0002236		UBERON:0005440	ductus arteriosus	PATO:0000136	closure			
OBA:0002237		UBERON:0002137	aortic valve	PATO:0000944	sharpness			
OBA:0002238		UBERON:0002137	aortic valve	PATO:0000141	structure			
OBA:0002239		UBERON:0002135	mitral valve	PATO:0001626	sufficiency			
OBA:0002240		UBERON:0002085	interatrial septum	PATO:0000141	structure			
OBA:0002241		UBERON:0002137	aortic valve	PATO:0001626	sufficiency			
OBA:0002242		UBERON:0000947	aorta	PATO:0000141	structure			
OBA:0002243		UBERON:0002134	tricuspid valve	PATO:0000140	position			
OBA:0002244		UBERON:0001621	coronary artery	PATO:0000025	composition			
OBA:0002245		UBERON:0002135	mitral valve	PATO:0000141	structure			
OBA:0002246		UBERON:0000017	exocrine pancreas	PATO:0001626	sufficiency			
OBA:0002247		UBERON:0002106	spleen	PATO:0000070	amount			
OBA:0002248		UBERON:0002082	cardiac ventricle	PATO:0000052	shape			
OBA:0002249		UBERON:0035133	longitudinal arch of pes	PATO:0001591	curvature			
OBA:0002250		UBERON:0001445	skeleton of pes	PATO:0000122	length			
OBA:0002251		UBERON:0001448	metatarsal bone	PATO:0000117	size			
OBA:0002252		UBERON:0004454	tarsal region	PATO:0000141	structure			
OBA:0002253		UBERON:0000922	embryo	PATO:0000025	composition			
OBA:0002254		UBERON:0001705	nail	PATO:0000117	size			
OBA:0002255		UBERON:0009567	nail of pedal digit	PATO:0000117	size			
OBA:0002256		UBERON:0009567	nail of pedal digit	PATO:0000070	amount			
OBA:0002257		UBERON:0009565	nail of manual digit	PATO:0000117	size			
OBA:0002258		UBERON:0001705	nail	PATO:0001662	fragility			
OBA:0002259		UBERON:0009565	nail of manual digit	PATO:0000070	amount			
OBA:0002260		UBERON:0003631	pedal digit 1	PATO:0002175	deviation			
OBA:0002261		UBERON:0001466	pedal digit	PATO:0000122	length			
OBA:0002262		UBERON:0001466	pedal digit	PATO:0000117	size			
OBA:0002263		UBERON:0002395	talus	PATO:0000060	spatial pattern			
OBA:0002264		UBERON:0003631	pedal digit 1	PATO:0000122	length			
OBA:0002266		UBERON:0003867	distal phalanx of pes	PATO:0002005	concavity			
OBA:0002267		UBERON:0003867	distal phalanx of pes	PATO:0000122	length			
OBA:0002268		UBERON:0001466	pedal digit	PATO:0002175	deviation			
OBA:0002269		UBERON:0003635	pedal digit 5	PATO:0002175	deviation			
OBA:0002270		UBERON:0002387	pes	PATO:0000052	shape			
OBA:0002271		UBERON:0003632	pedal digit 2	PATO:0000122	length			
OBA:0002272		CL:0000558	reticulocyte	PATO:0000070	amount			
OBA:0002273		CL:0000764	erythroid lineage cell	PATO:0000125	mass			
OBA:0002274		UBERON:0001184	renal artery	PATO:0000141	structure			
OBA:0002275		CL:0000542	lymphocyte	PATO:0000141	structure			
OBA:0002276		GO:0046951	ketone body biosynthetic process	PATO:0000161	rate			
OBA:0002277		GO:0001660	fever generation	PATO:0000057	occurrence			
OBA:0002278		GO:0030097	hemopoiesis	PATO:0002181	displaced			
OBA:0002279		UBERON:0008341	columella nasi	PATO:0000122	length			
OBA:0002280		UBERON:0001456	face	PATO:0000052	shape			
OBA:0002281		UBERON:0008200	forehead	PATO:0000140	position			
OBA:0002282	wateriness of faeces	UBERON:0001988	feces	PATO:0001548	quality of a liquid	faeces liquidness|wateriness of feces		https://orcid.org/0000-0001-8314-2140
OBA:0002283		GO:0030421	defecation	PATO:0000044	frequency			
OBA:0002284		UBERON:0001165	pyloric antrum	PATO:0000141	structure			
OBA:0002285		UBERON:0001245	anus	PATO:0000136	closure			
OBA:0002286		UBERON:0000159	anal canal	PATO:0000141	structure			
OBA:0002287		UBERON:0001043	esophagus	PATO:0000136	closure			
OBA:0002288		UBERON:0001052	rectum	PATO:0000140	position			
OBA:0002289		UBERON:0001043	esophagus	PATO:0000141	structure			
OBA:0002290		UBERON:0001225	cortex of kidney	PATO:0000117	size			
OBA:0002291		UBERON:0016440	glabella region of bone	PATO:0000140	position			
OBA:0002292		UBERON:0001893	telencephalon	PATO:0000117	size			
OBA:0002293		GO:0007585	respiratory gaseous exchange	PATO:0000070	amount			
OBA:0002294		UBERON:0004086	brain ventricle	PATO:0000117	size			
OBA:0002295		UBERON:0000956	cerebral cortex	PATO:0000117	size			
OBA:0002296		UBERON:0002420	basal ganglion	PATO:0000025	composition			
OBA:0002297		UBERON:0001705	nail	PATO:0000141	structure			
OBA:0002298		UBERON:0001893	telencephalon	PATO:0000025	composition			
OBA:0002299		GO:0022010	central nervous system myelination	PATO:0002325	onset quality			
OBA:0002300		UBERON:0004720	cerebellar vermis	PATO:0000141	structure			
OBA:0002301		UBERON:0002402	pleural cavity	PATO:0000025	composition			
OBA:0002302		UBERON:0016446	hair of head	PATO:0000060	spatial pattern			
OBA:0002303		UBERON:0013699	strand of axillary hair	PATO:0000060	spatial pattern			
OBA:0002304		UBERON:0013699	strand of axillary hair	PATO:0000070	amount			
OBA:0002305		UBERON:0010163	eyebrow	PATO:0000070	amount			
OBA:0002306		UBERON:0013698	strand of pubic hair	PATO:0000060	spatial pattern			
OBA:0002307		UBERON:0010163	eyebrow	PATO:0000014	color			
OBA:0002308		UBERON:0001702	eyelash	PATO:0000014	color			
OBA:0002309		UBERON:0002114	duodenum	PATO:0000136	closure			
OBA:0002310		GO:0001964	startle response	PATO:0000070	amount			
OBA:0002311		CL:0002319	neural cell	PATO:0002181	displaced			
OBA:0002312		UBERON:0001037	strand of hair	PATO:0000016	color brightness			
OBA:0002313		UBERON:0001037	strand of hair	PATO:0000014	color			
OBA:0002314		UBERON:0002589	lateral corticospinal tract	PATO:0002037	degeneration			
OBA:0002315		UBERON:0004720	cerebellar vermis	PATO:0000070	amount			
OBA:0002316		UBERON:0001873	caudate nucleus	PATO:0000117	size			
OBA:0002317		UBERON:0002037	cerebellum	PATO:0000141	structure			
OBA:0002318		UBERON:0002437	cerebral hemisphere white matter	PATO:0002037	degeneration			
OBA:0002319		UBERON:0002298	brainstem	PATO:0000117	size			
OBA:0002320		GO:0050881	musculoskeletal movement	PATO:0000070	amount			
OBA:0002321		GO:0050881	musculoskeletal movement	PATO:0000161	rate			
OBA:0002322		CL:0000100	motor neuron	PATO:0002037	degeneration			
OBA:0002323		UBERON:0007709	superior cerebellar peduncle of pons	PATO:0000117	size			
OBA:0002324		UBERON:0002289	midbrain cerebral aqueduct	PATO:0000141	structure			
OBA:0002325		UBERON:0002132	dentate nucleus	PATO:0000025	composition			
OBA:0002326		GO:0042465	kinesis	PATO:0000070	amount			
OBA:0002327		UBERON:0002707	corticospinal tract	PATO:0001509	functionality			
OBA:0002328		UBERON:0001954	Ammon's horn	PATO:0002037	degeneration			
OBA:0002329		UBERON:0000956	cerebral cortex	PATO:0000141	structure			
OBA:0002330		UBERON:0010171	strand of hair of face	PATO:0000070	amount			
OBA:0002331		UBERON:0001037	strand of hair	PATO:0000141	structure			
OBA:0002332		UBERON:0010163	eyebrow	PATO:0002005	concavity			
OBA:0002333		UBERON:0013698	strand of pubic hair	PATO:0000070	amount			
OBA:0002334		UBERON:0002030	nipple	PATO:0000117	size			
OBA:0002335		UBERON:0002030	nipple	PATO:0000070	amount			
OBA:0002336		UBERON:0002030	nipple	PATO:0000140	position			
OBA:0002337		UBERON:0005409	alimentary part of gastrointestinal system	PATO:0001599	rotated			
OBA:0002338		UBERON:0008856	stomach muscularis externa	PATO:0001230	strength			
OBA:0002339		UBERON:0005409	alimentary part of gastrointestinal system	PATO:0001579	contractility			
OBA:0002340		UBERON:0005409	alimentary part of gastrointestinal system	PATO:0000136	closure			
OBA:0002341		UBERON:0012254	abdominal aorta artery	PATO:0000117	size			
OBA:0002342		UBERON:0004288	skeleton	PATO:0000141	structure			
OBA:0002344		UBERON:0001437	epiphysis	PATO:0000141	structure			
OBA:0002345		UBERON:0001474	bone element	PATO:0001662	fragility			
OBA:0002346		UBERON:0003687	foramen magnum	PATO:0000117	size			
OBA:0002347		UBERON:0003129	skull	PATO:0000965	symmetry			
OBA:0002348		UBERON:0004339	vault of skull	PATO:0000117	size			
OBA:0002349		UBERON:0001825	paranasal sinus	PATO:0000070	amount			
OBA:0002350		GO:0006955	immune response	PATO:0000161	rate			
OBA:0002351		GO:0070227	lymphocyte apoptotic process	PATO:0000161	rate			
