iri,iri label,attribute,attribute label,entity,entity label
OBA:VT0010238,crop morphology trait,PATO:0000051,morphology,UBERON:0007356,crop
OBA:VT0010239,crop mass,PATO:0000125,mass,UBERON:0007356,crop
OBA:VT0010240,reticulo-rumen morphology trait,PATO:0000051,morphology,UBERON:0007364,reticulorumen
OBA:VT0010241,reticulo-rumen capacity,PATO:0000918,volume,UBERON:0007364,reticulorumen
OBA:VT0010242,reticulo-rumen mass,PATO:0000128,weight,UBERON:0007364,reticulorumen
OBA:VT0010244,rumen papillae morphology trait,PATO:0000051,morphology,UBERON:0010153,rumen papilla
OBA:VT0010245,omasum morphology trait,PATO:0000051,morphology,UBERON:0007362,omasum
OBA:VT0010246,omasum capacity,PATO:0000918,volume,UBERON:0007362,omasum
OBA:VT0010247,omasum mass,PATO:0000125,mass,UBERON:0007362,omasum
OBA:VT0010250,hematopoietic system morphology trait,PATO:0000051,morphology,UBERON:0002390,hematopoietic system
OBA:VT0010252,hemolymphoid system morphology trait,PATO:0000051,morphology,UBERON:0002193,hemolymphoid system
OBA:VT0010264,colostrum amount,PATO:0000918,volume,UBERON:0001914,colostrum
OBA:VT0010274,ear orientation trait,PATO:0000133,orientation,UBERON:0001690,ear
OBA:VT0010298,heart ventricle size trait,PATO:0000117,size,UBERON:0002082,cardiac ventricle
OBA:VT0010375,ovary diameter,PATO:0001334,diameter,UBERON:0000992,female gonad
OBA:VT0010384,oviduct length,PATO:0000122,length,UBERON:0003889,fallopian tube
OBA:VT0010394,uterine horn morphology trait,PATO:0000051,morphology,UBERON:0002247,uterine horn
OBA:VT0010395,endometrium thickness,PATO:0000915,thickness,UBERON:0001295,endometrium
OBA:VT0010401,ovarian follicle size trait,PATO:0000117,size,UBERON:0001305,ovarian follicle
OBA:VT0010402,corpus luteum size trait,PATO:0000117,size,UBERON:0002512,corpus luteum
OBA:VT0010403,cervical opening shape trait,PATO:0000052,shape,UBERON:0013758,cervical os
OBA:VT0010405,sperm size trait,PATO:0000117,size,CL:0000019,sperm
OBA:VT0010406,sperm flagellum size trait,PATO:0000117,size,GO:0036126,sperm flagellum
OBA:VT0010418,"CD8-positive, CD25-positive, alpha-beta regulatory T cell morphology trait",PATO:0000051,morphology,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell"
OBA:VT0010420,adrenal gland mass,PATO:0000125,mass,UBERON:0002369,adrenal gland
OBA:VT0010421,epididymal fat pad mass,PATO:0000125,mass,UBERON:0010412,epididymal fat pad
OBA:VT0010423,gonadal fat pad mass,PATO:0000125,mass,UBERON:0003428,gonadal fat pad
OBA:VT0010424,inguinal fat pad mass,PATO:0000125,mass,UBERON:0010410,inguinal fat pad
OBA:VT0010425,interscapular fat pad mass,PATO:0000125,mass,UBERON:0014396,interscapular fat pad
OBA:VT0010426,mammary fat pad mass,PATO:0000125,mass,UBERON:0012282,mammary fat pad
OBA:VT0010428,parametrial fat pad mass,PATO:0000125,mass,UBERON:0010413,parametrial fat pad
OBA:VT0010430,retroperitoneal fat pad mass,PATO:0000125,mass,UBERON:0010411,retroperitoneal fat pad
OBA:VT0010431,uterine fat pad mass,PATO:0000125,mass,UBERON:0014394,uterine fat pad
OBA:VT0010448,forelimb muscle mass,PATO:0000125,mass,UBERON:0003662,forelimb muscle
OBA:VT0010449,hindlimb muscle mass,PATO:0000125,mass,UBERON:0003663,hindlimb muscle
OBA:VT0010453,abdominal wall mass,PATO:0000125,mass,UBERON:0003697,abdominal wall
OBA:VT0010457,platelet size trait,PATO:0000117,size,CL:0000233,platelet
OBA:VT0010458,outer ear area,PATO:0001323,area,UBERON:0001691,external ear
OBA:VT0010466,prostate mass,PATO:0000125,mass,UBERON:0002367,prostate gland
OBA:VT0010467,lateral prostate mass,PATO:0000125,mass,UBERON:0013637,prostate gland lateral lobe
OBA:VT0010468,ventral prostate mass,PATO:0000125,mass,UBERON:0007615,prostate gland ventral lobe
OBA:VT0010492,left ventricle diameter,PATO:0001334,diameter,UBERON:0002084,heart left ventricle
OBA:VT0010493,left atrium diameter,PATO:0001334,diameter,UBERON:0002079,left cardiac atrium
OBA:VT0010494,lumbar vertebra morphology trait,PATO:0000051,morphology,UBERON:0002414,lumbar vertebra
OBA:VT0010495,inguinal lymph node mass,PATO:0000125,mass,UBERON:0001542,inguinal lymph node
OBA:VT0010496,pituitary gland mass,PATO:0000125,mass,UBERON:0000007,pituitary gland
OBA:VT0010499,calcium amount,PATO:0000070,amount,CHEBI:22984,calcium atom
OBA:VT0010508,neurocranium mass,PATO:0000125,mass,UBERON:0001703,neurocranium
OBA:VT0010510,lumbar vertebra mass,PATO:0000125,mass,UBERON:0002414,lumbar vertebra
OBA:VT0010517,neurocranium size trait,PATO:0000117,size,UBERON:0001703,neurocranium
OBA:VT0010518,lumbar vertebra size trait,PATO:0000117,size,UBERON:0002414,lumbar vertebra
OBA:VT0010524,seminal gland mass,PATO:0000125,mass,UBERON:0000998,seminal vesicle
OBA:VT0015000,epididymal fat pad morphology trait,PATO:0000051,morphology,UBERON:0010412,epididymal fat pad
OBA:VT0015001,femoral fat pad morphology trait,PATO:0000051,morphology,UBERON:0012283,femoral fat pad
OBA:VT0015002,interscapular fat pad morphology trait,PATO:0000051,morphology,UBERON:0014396,interscapular fat pad
OBA:VT0015003,mammary fat pad morphology trait,PATO:0000051,morphology,UBERON:0012282,mammary fat pad
OBA:VT0015005,parametrial fat pad morphology trait,PATO:0000051,morphology,UBERON:0010413,parametrial fat pad
OBA:VT0015006,renal fat pad morphology trait,PATO:0000051,morphology,UBERON:0014464,renal fat pad
OBA:VT0015007,uterine fat pad morphology trait,PATO:0000051,morphology,UBERON:0014394,uterine fat pad
OBA:VT0015009,white adipocyte morphology trait,PATO:0000051,morphology,CL:0000448,white fat cell
OBA:VT0015011,white adipocyte size trait,PATO:0000117,size,CL:0000448,white fat cell
OBA:VT0015026,neuron quantity,PATO:0000070,amount,CL:0000540,neuron
OBA:VT0015035,auditory cortex morphology trait,PATO:0000051,morphology,UBERON:0001393,auditory cortex
OBA:VT0015039,body width,PATO:0000921,width,UBERON:0000468,multicellular organism
OBA:VT0015043,milk amount,PATO:0000918,volume,UBERON:0001913,milk
OBA:VT0015044,beak morphology trait,PATO:0000051,morphology,UBERON:0005094,beak
OBA:VT0015045,thoracic cavity morphology trait,PATO:0000051,morphology,UBERON:0002224,thoracic cavity
OBA:VT0015046,hippocampus neuron morphology trait,PATO:0000051,morphology,CL:0002608,hippocampal neuron
OBA:VT0015050,paravertebral ganglion morphology trait,PATO:0000051,morphology,UBERON:0001807,paravertebral ganglion
OBA:VT0015051,prevertebral ganglion morphology trait,PATO:0000051,morphology,UBERON:0003964,prevertebral ganglion
OBA:VT0015054,lumbar dorsal root ganglion morphology trait,PATO:0000051,morphology,UBERON:0002836,lumbar dorsal root ganglion
OBA:VT0015055,cloaca morphology trait,PATO:0000051,morphology,UBERON:0000162,cloaca
OBA:VT0015057,head physiology trait,PATO:0001509,functionality,UBERON:0000033,head
OBA:VT0015058,brain physiology trait,PATO:0001509,functionality,UBERON:0000955,brain
OBA:VT0015063,parasympathetic postganglionic fiber morphology trait,PATO:0000051,morphology,UBERON:0011929,postganglionic parasympathetic fiber
OBA:VT0015064,parasympathetic preganglionic fiber morphology trait,PATO:0000051,morphology,UBERON:0011930,preganglionic parasympathetic fiber
OBA:VT0015066,surface structure morphology trait,PATO:0000051,morphology,UBERON:0003102,surface structure
OBA:VT0015068,surface structure physiology trait,PATO:0001509,functionality,UBERON:0003102,surface structure
OBA:VT0015070,appendage physiology trait,PATO:0001509,functionality,UBERON:0000026,appendage
OBA:VT0015071,appendage morphology trait,PATO:0000051,morphology,UBERON:0000026,appendage
OBA:VT0015072,fin morphology trait,PATO:0000051,morphology,UBERON:0002534,paired fin
OBA:VT0015075,styloid process of temporal bone morphology trait,PATO:0000051,morphology,UBERON:0003960,styloid process of temporal bone
OBA:VT0015076,subarcuate fossa morphology trait,PATO:0000051,morphology,UBERON:0003995,subarcuate fossa
OBA:VT0015085,cerebellum vermis lobule morphology trait,PATO:0000051,morphology,UBERON:0004070,cerebellum vermis lobule
OBA:VT0015096,equilibrioception system morphology trait,PATO:0000051,morphology,UBERON:0004681,vestibular system
OBA:VT0015104,hippocampus pyramidal cell layer morphology trait,PATO:0000051,morphology,UBERON:0002313,hippocampus pyramidal layer
OBA:VT0015105,cerebrum morphology trait,PATO:0000051,morphology,UBERON:0001893,telencephalon
OBA:VT0015106,neocortex morphology trait,PATO:0000051,morphology,UBERON:0001950,neocortex
OBA:VT0015108,neurite morphology trait,PATO:0000051,morphology,GO:0043005,neuron projection
OBA:VT0015109,dendrite morphology trait,PATO:0000051,morphology,GO:0030425,dendrite
OBA:VT0015110,synapse morphology trait,PATO:0000051,morphology,GO:0045202,synapse
OBA:VT0100000,humerus size trait,PATO:0000117,size,UBERON:0000976,humerus
OBA:VT0100001,tibia size trait,PATO:0000117,size,UBERON:0000979,tibia
OBA:VT0100005,body size trait,PATO:0000117,size,UBERON:0000468,multicellular organism
OBA:VT0100012,kidney blood vessel physiology trait,PATO:0001509,functionality,UBERON:0003517,kidney blood vessel
OBA:VT0100016,circulatory system morphology trait,PATO:0000051,morphology,UBERON:0001009,circulatory system
OBA:VT0100017,circulatory system physiology trait,PATO:0001509,functionality,UBERON:0001009,circulatory system
OBA:VT0100019,integumentary system physiology trait,PATO:0001509,functionality,UBERON:0002416,integumental system
OBA:VT0100020,integumentary system morphology trait,PATO:0000051,morphology,UBERON:0002416,integumental system
OBA:VT0100021,mammary alveoli size trait,PATO:0000117,size,UBERON:0003214,mammary gland alveolus
OBA:VT0100022,mammary alveoli diameter,PATO:0001334,diameter,UBERON:0003214,mammary gland alveolus
OBA:VT0100027,nipple shape trait,PATO:0000052,shape,UBERON:0002030,nipple
OBA:VT0100028,nipple diameter,PATO:0001334,diameter,UBERON:0002030,nipple
OBA:VT0100030,nipple angle,PATO:0000133,orientation,UBERON:0002030,nipple
OBA:VT0100033,mammary gland circumference,PATO:0001648,circumference,UBERON:0001911,mammary gland
OBA:VT0100034,mammary gland mass,PATO:0000128,weight,UBERON:0001911,mammary gland
OBA:VT0100035,udder size trait,PATO:0000117,size,UBERON:0013216,udder
OBA:VT0100036,mammary alveoli capacity,PATO:0000918,volume,UBERON:0003214,mammary gland alveolus
OBA:VT1000062,chest circumference,PATO:0001648,circumference,UBERON:0001443,chest
OBA:VT1000066,hip width,PATO:0000921,width,UBERON:0001464,hip
OBA:VT1000067,udder morphology trait,PATO:0000051,morphology,UBERON:0013216,udder
OBA:VT1000111,bone mass,PATO:0000128,weight,UBERON:0001474,bone element
OBA:VT1000120,intercostal muscle thickness,PATO:0000915,thickness,UBERON:0001111,intercostal muscle
OBA:VT1000121,lumbar vertebra quantity,PATO:0001555,has number of,UBERON:0002414,lumbar vertebra
OBA:VT1000122,thoracic vertebra quantity,PATO:0001555,has number of,UBERON:0002347,thoracic vertebra
OBA:VT1000126,adipose thickness,PATO:0000915,thickness,UBERON:0001013,adipose tissue
OBA:VT1000146,longissimus dorsi mass,PATO:0000128,weight,UBERON:0001401,longissimus thoracis muscle
OBA:VT1000149,intercostal muscle mass,PATO:0000128,weight,UBERON:0001111,intercostal muscle
OBA:VT1000190,estrus intensity,PATO:0000049,intensity,GO:0060209,estrus
OBA:VT1000205,nipple length,PATO:0000122,length,UBERON:0002030,nipple
OBA:VT1000206,nipple quantity,PATO:0001555,has number of,UBERON:0002030,nipple
OBA:VT1000210,scrotum circumference,PATO:0001648,circumference,UBERON:0001300,scrotum
OBA:VT1000220,abdominal adipose amount,PATO:0000128,weight,UBERON:0007808,adipose tissue of abdominal region
OBA:VT1000223,pectoralis muscle mass,PATO:0000128,weight,UBERON:0001495,pectoral muscle
OBA:VT1000226,gizzard mass,PATO:0000128,weight,UBERON:0005052,gizzard
OBA:VT1000276,humerus area,PATO:0001323,area,UBERON:0000976,humerus
OBA:VT1000280,humerus width,PATO:0000921,width,UBERON:0000976,humerus
OBA:VT1000281,tibia area,PATO:0001323,area,UBERON:0000979,tibia
OBA:VT1000284,tibia strength trait,PATO:0001230,strength,UBERON:0000979,tibia
OBA:VT1000286,tibia elasticity trait,PATO:0001031,elasticity,UBERON:0000979,tibia
OBA:VT1000289,tibia width,PATO:0000921,width,UBERON:0000979,tibia
OBA:VT1000294,egg quantity,PATO:0000070,amount,CL:0000025,egg cell
OBA:VT1000361,cannon bone circumference,PATO:0001648,circumference,UBERON:0003647,metacarpal bone of digit 3
OBA:VT1000369,femur size trait,PATO:0000117,size,UBERON:0000981,femur
OBA:VT1000414,diaphragm mass,PATO:0000128,weight,UBERON:0001103,diaphragm
OBA:VT1000420,head mass,PATO:0000128,weight,UBERON:0000033,head
OBA:VT1000421,small intestine length,PATO:0000122,length,UBERON:0002108,small intestine
OBA:VT1000425,skin mass,PATO:0000128,weight,UBERON:0000014,zone of skin
OBA:VT1000435,muscle conductivity trait,PATO:0001585,conductivity,UBERON:0001630,muscle organ
OBA:VT1000436,skeletal muscle conductivity trait,PATO:0001585,conductivity,UBERON:0001134,skeletal muscle tissue
OBA:VT1000574,longissimus dorsi muscle area,PATO:0001323,area,UBERON:0001401,longissimus thoracis muscle
OBA:VT1000575,longissimus dorsi muscle thickness,PATO:0001595,depth,UBERON:0004277,eye muscle
OBA:VT1000578,longissimus dorsi length,PATO:0000122,length,UBERON:0001401,longissimus thoracis muscle
OBA:VT1000612,type IIb muscle fiber quantity,PATO:0000070,amount,CL:0002215,type IIb muscle cell
OBA:VT1000639,uterine horn length,PATO:0000122,length,UBERON:0002247,uterine horn
OBA:VT1000640,uterine horn mass,PATO:0000128,weight,UBERON:0002247,uterine horn
OBA:VT1000641,ovary mass,PATO:0000128,weight,UBERON:0000992,female gonad
OBA:VT1000642,uterus length,PATO:0000122,length,UBERON:0000995,uterus
OBA:VT1000644,testes mass,PATO:0000125,mass,UBERON:0000473,testis
OBA:VT1000653,lactation duration,PATO:0000122,length,GO:0007595,lactation
OBA:VT1000664,feather morphology trait,PATO:0000051,morphology,UBERON:0000022,feather
OBA:VT1000666,femur width,PATO:0000921,width,UBERON:0000981,femur
OBA:VT1000667,gizzard morphology trait,PATO:0000051,morphology,UBERON:0005052,gizzard
OBA:VT1000686,paw/hand/foot/hoof mass,PATO:0000125,mass,UBERON:0002470,autopod region
OBA:VT1000687,forelimb mass,PATO:0000128,weight,UBERON:0002102,forelimb
OBA:VT1000688,metatarsus mass,PATO:0000128,weight,UBERON:0001448,metatarsal bone
OBA:VT1000689,hindlimb mass,PATO:0000128,weight,UBERON:0002103,hindlimb
OBA:VT1000703,"udder height, floor to tarsal joint",PATO:0001595,depth,UBERON:0013216,udder
OBA:VT1000704,mammary gland length,PATO:0000119,height,UBERON:0001911,mammary gland
OBA:VT1000705,mammary gland width,PATO:0000921,width,UBERON:0001911,mammary gland
OBA:VT1000706,longissimus dorsi morphology trait,PATO:0000051,morphology,UBERON:0001401,longissimus thoracis muscle
OBA:VT1000711,abdominal fat pad mass,PATO:0000128,weight,UBERON:0003427,abdominal fat pad
OBA:VT1000712,skeletal muscle mass,PATO:0000128,weight,UBERON:0001134,skeletal muscle tissue
OBA:VT1000731,chest width,PATO:0000921,width,UBERON:0001443,chest
OBA:VT1000732,chest depth,PATO:0001595,depth,UBERON:0001443,chest
OBA:VT1000735,hoof angle,PATO:0000133,orientation,UBERON:0002387,pes
OBA:VT1000739,rump morphology trait,PATO:0000051,morphology,UBERON:0005473,sacral region
OBA:VT1000740,rump width,PATO:0000921,width,UBERON:0005473,sacral region
OBA:VT1000741,rump angle,PATO:0002326,angle,UBERON:0005473,sacral region
OBA:VT1000742,sarcomere length,PATO:0000122,length,GO:0030017,sarcomere
OBA:VT1000743,skeletal muscle fiber quantity,PATO:0001555,has number of,CL:0000188,cell of skeletal muscle
OBA:VT1000747,type I muscle fiber quantity,PATO:0000070,amount,CL:0002211,type I muscle cell
OBA:VT1000748,type IIa muscle fiber quantity,PATO:0000070,amount,CL:0002214,type IIa muscle cell
OBA:VT2000000,arterial blood pressure trait,PATO:0001025,pressure,UBERON:0013755,arterial blood
OBA:VT2000001,capillary blood pressure trait,PATO:0001025,pressure,UBERON:0013757,capillary blood
OBA:VT2000002,venous blood pressure trait,PATO:0001025,pressure,UBERON:0013756,venous blood
OBA:VT2000018,heart muscle contractility trait,PATO:0001579,contractility,UBERON:0002349,myocardium
OBA:VT3000004,blood viscosity trait,PATO:0000992,viscosity,UBERON:0000178,blood
OBA:VT4000007,coat/hair physiology trait,PATO:0001509,functionality,UBERON:0001037,strand of hair
OBA:VT4000009,skin layer morphology trait,PATO:0000051,morphology,UBERON:0013754,integumentary system layer
OBA:VT4000011,endocrine pancreas morphology trait,PATO:0000051,morphology,UBERON:0000016,endocrine pancreas
OBA:VT4000012,mucous gland morphology trait,PATO:0000051,morphology,UBERON:0000414,mucous gland
OBA:0000018,appetite,PATO:0000001,quality,NBO:0000235,hunger motivation behavior
OBA:0000139,synapse structure and activity,PATO:0000001,quality,GO:0045202,synapse
OBA:VT0000057,ossification trait,PATO:0000001,quality,GO:0001503,ossification
OBA:VT0000059,osteoclast development trait,PATO:0000001,quality,GO:0036035,osteoclast development
OBA:VT0000116,tooth development trait,PATO:0000001,quality,GO:0042476,odontogenesis
OBA:VT0000119,tooth eruption trait,PATO:0000001,quality,GO:0044691,tooth eruption
OBA:VT0000121,cardiovascular system development trait,PATO:0000001,quality,GO:0072358,cardiovascular system development
