"OBA"	"RELATIONSHIP"	"VT"	"LABEL"
"OBA:VT0010023"	"skos:exactMatch"	"VT:0010023"	"forelimb length"
"OBA:VT0010024"	"skos:exactMatch"	"VT:0010024"	"hindlimb length"
"OBA:VT0010025"	"skos:exactMatch"	"VT:0010025"	"milk fatty acid C12:1(n-3) amount"
"OBA:VT0010026"	"skos:exactMatch"	"VT:0010026"	"milk fatty acid C15:0 amount"
"OBA:VT0010029"	"skos:exactMatch"	"VT:0010029"	"milk alpha-lactalbumin amount"
"OBA:VT0010030"	"skos:exactMatch"	"VT:0010030"	"udder height"
"OBA:VT0010043"	"skos:exactMatch"	"VT:0010043"	"ovarian follicle physiology trait"
"OBA:VT0010046"	"skos:exactMatch"	"VT:0010046"	"fatty acid amount"
"OBA:VT0010047"	"skos:exactMatch"	"VT:0010047"	"tendon physiology trait"
"OBA:VT0010048"	"skos:exactMatch"	"VT:0010048"	"muscle saturated fatty acid amount"
"OBA:VT0010049"	"skos:exactMatch"	"VT:0010049"	"muscle unsaturated fatty acid amount"
"OBA:VT0010064"	"skos:exactMatch"	"VT:0010064"	"connective tissue physiology trait"
"OBA:VT0010065"	"skos:exactMatch"	"VT:0010065"	"connective tissue development trait"
"OBA:VT0010066"	"skos:exactMatch"	"VT:0010066"	"Henle's loop morphology trait"
"OBA:VT0010067"	"skos:exactMatch"	"VT:0010067"	"convoluted tubule morphology trait"
"OBA:VT0010068"	"skos:exactMatch"	"VT:0010068"	"kidney collecting duct morphology trait"
"OBA:VT0010069"	"skos:exactMatch"	"VT:0010069"	"proximal convoluted tubule morphology trait"
"OBA:VT0010070"	"skos:exactMatch"	"VT:0010070"	"distal convoluted tubule morphology trait"
"OBA:VT0010071"	"skos:exactMatch"	"VT:0010071"	"lymphatic system morphology trait"
"OBA:VT0010073"	"skos:exactMatch"	"VT:0010073"	"esophagus length"
"OBA:VT0010075"	"skos:exactMatch"	"VT:0010075"	"occipitomastoid suture morphology trait"
"OBA:VT0010076"	"skos:exactMatch"	"VT:0010076"	"parietomastoid suture morphology trait"
"OBA:VT0010077"	"skos:exactMatch"	"VT:0010077"	"sphenofrontal suture morphology trait"
"OBA:VT0010078"	"skos:exactMatch"	"VT:0010078"	"sphenoparietal suture morphology trait"
"OBA:VT0010079"	"skos:exactMatch"	"VT:0010079"	"sphenozygomatic suture morphology trait"
"OBA:VT0010080"	"skos:exactMatch"	"VT:0010080"	"skeletal muscle physiology trait"
"OBA:VT0010081"	"skos:exactMatch"	"VT:0010081"	"maxillary sinus morphology trait"
"OBA:VT0010082"	"skos:exactMatch"	"VT:0010082"	"zygomatic process of maxilla morphology"
"OBA:VT0010083"	"skos:exactMatch"	"VT:0010083"	"frontal process of maxilla morphology trait"
"OBA:VT0010086"	"skos:exactMatch"	"VT:0010086"	"vertebral column morphology trait"
"OBA:VT0010087"	"skos:exactMatch"	"VT:0010087"	"ischium morphology trait"
"OBA:VT0010088"	"skos:exactMatch"	"VT:0010088"	"pubis morphology trait"
"OBA:VT0010089"	"skos:exactMatch"	"VT:0010089"	"shoulder girdle morphology trait"
"OBA:VT0010090"	"skos:exactMatch"	"VT:0010090"	"pelvic girdle morphology trait"
"OBA:VT0010091"	"skos:exactMatch"	"VT:0010091"	"appendicular skeleton morphology trait"
"OBA:VT0010092"	"skos:exactMatch"	"VT:0010092"	"thoracic cage morphology trait"
"OBA:VT0010093"	"skos:exactMatch"	"VT:0010093"	"costal cartilage morphology trait"
"OBA:VT0010104"	"skos:exactMatch"	"VT:0010104"	"forelimb long bone morphology trait"
"OBA:VT0010105"	"skos:exactMatch"	"VT:0010105"	"hindlimb long bone morphology trait"
"OBA:VT0010106"	"skos:exactMatch"	"VT:0010106"	"limb muscle morphology trait"
"OBA:VT0010107"	"skos:exactMatch"	"VT:0010107"	"hindlimb muscle morphology trait"
"OBA:VT0010110"	"skos:exactMatch"	"VT:0010110"	"heart muscle physiology trait"
"OBA:VT0010111"	"skos:exactMatch"	"VT:0010111"	"smooth muscle physiology trait"
"OBA:VT0010112"	"skos:exactMatch"	"VT:0010112"	"intercalated disc morphology trait"
"OBA:VT0010113"	"skos:exactMatch"	"VT:0010113"	"masticatory muscle size trait"
"OBA:VT0010114"	"skos:exactMatch"	"VT:0010114"	"intercostal muscle size trait"
"OBA:VT0010115"	"skos:exactMatch"	"VT:0010115"	"diaphragm size trait"
"OBA:VT0010116"	"skos:exactMatch"	"VT:0010116"	"pectoralis muscle size trait"
"OBA:VT0010117"	"skos:exactMatch"	"VT:0010117"	"longissimus dorsi size trait"
"OBA:VT0010120"	"skos:exactMatch"	"VT:0010120"	"protein amount"
"OBA:VT0010122"	"skos:exactMatch"	"VT:0010122"	"somite morphology trait"
"OBA:VT0010125"	"skos:exactMatch"	"VT:0010125"	"celiac lymph node size trait"
"OBA:VT0010127"	"skos:exactMatch"	"VT:0010127"	"bursa of Fabricius size trait"
"OBA:VT0010129"	"skos:exactMatch"	"VT:0010129"	"esophagus mass"
"OBA:VT0010131"	"skos:exactMatch"	"VT:0010131"	"cecum mass"
"OBA:VT0010133"	"skos:exactMatch"	"VT:0010133"	"gizzard capacity"
"OBA:VT0010139"	"skos:exactMatch"	"VT:0010139"	"immune response trait"
"OBA:VT0010140"	"skos:exactMatch"	"VT:0010140"	"small intestine mass"
"OBA:VT0010143"	"skos:exactMatch"	"VT:0010143"	"nerve fiber quantity"
"OBA:VT0010144"	"skos:exactMatch"	"VT:0010144"	"pancreas mass"
"OBA:VT0010145"	"skos:exactMatch"	"VT:0010145"	"rectum mass"
"OBA:VT0010162"	"skos:exactMatch"	"VT:0010162"	"interleukin-10 physiology trait"
"OBA:VT0010179"	"skos:exactMatch"	"VT:0010179"	"immune system development trait"
"OBA:VT0010184"	"skos:exactMatch"	"VT:0010184"	"lymphocyte proliferation trait"
"OBA:VT0010193"	"skos:exactMatch"	"VT:0010193"	"colon length"
"OBA:VT0010194"	"skos:exactMatch"	"VT:0010194"	"colon mass"
"OBA:VT0010195"	"skos:exactMatch"	"VT:0010195"	"intestine length"
"OBA:VT0010196"	"skos:exactMatch"	"VT:0010196"	"intestine mass"
"OBA:VT0010197"	"skos:exactMatch"	"VT:0010197"	"duodenum length"
"OBA:VT0010198"	"skos:exactMatch"	"VT:0010198"	"duodenum mass"
"OBA:VT0010199"	"skos:exactMatch"	"VT:0010199"	"stomach capacity"
"OBA:VT0010200"	"skos:exactMatch"	"VT:0010200"	"stomach mass"
"OBA:VT0010201"	"skos:exactMatch"	"VT:0010201"	"stomach muscle thickness"
"OBA:VT0010202"	"skos:exactMatch"	"VT:0010202"	"stomach epithelium thickness"
"OBA:VT0010203"	"skos:exactMatch"	"VT:0010203"	"proventriculus morphology trait"
"OBA:VT0010204"	"skos:exactMatch"	"VT:0010204"	"proventriculus capacity"
"OBA:VT0010205"	"skos:exactMatch"	"VT:0010205"	"proventriculus mass"
"OBA:VT0010208"	"skos:exactMatch"	"VT:0010208"	"duodenum mucosa thickness"
"OBA:VT0010212"	"skos:exactMatch"	"VT:0010212"	"jejunum length"
"OBA:VT0010213"	"skos:exactMatch"	"VT:0010213"	"jejunum mass"
"OBA:VT0010215"	"skos:exactMatch"	"VT:0010215"	"jejunum mucosa thickness"
"OBA:VT0010219"	"skos:exactMatch"	"VT:0010219"	"large intestine length"
"OBA:VT0010220"	"skos:exactMatch"	"VT:0010220"	"large intestine mass"
"OBA:VT0010221"	"skos:exactMatch"	"VT:0010221"	"duodenum mucosa morphology trait"
"OBA:VT0010222"	"skos:exactMatch"	"VT:0010222"	"jejunum mucosa morphology trait"
"OBA:VT0010223"	"skos:exactMatch"	"VT:0010223"	"ileum mucosa morphology trait"
"OBA:VT0010224"	"skos:exactMatch"	"VT:0010224"	"ileum length"
"OBA:VT0010225"	"skos:exactMatch"	"VT:0010225"	"ileum mass"
"OBA:VT0010227"	"skos:exactMatch"	"VT:0010227"	"ileum mucosa thickness"
"OBA:VT0010232"	"skos:exactMatch"	"VT:0010232"	"colon mucosa thickness"
"OBA:VT0010234"	"skos:exactMatch"	"VT:0010234"	"cecum mucosa thickness"
"OBA:VT0010235"	"skos:exactMatch"	"VT:0010235"	"forestomach morphology trait"
"OBA:VT0010236"	"skos:exactMatch"	"VT:0010236"	"forestomach capacity"
"OBA:VT0010237"	"skos:exactMatch"	"VT:0010237"	"forestomach mass"
"OBA:VT0010238"	"skos:exactMatch"	"VT:0010238"	"crop morphology trait"
"OBA:VT0010239"	"skos:exactMatch"	"VT:0010239"	"crop mass"
"OBA:VT0010240"	"skos:exactMatch"	"VT:0010240"	"reticulo-rumen morphology trait"
"OBA:VT0010241"	"skos:exactMatch"	"VT:0010241"	"reticulo-rumen capacity"
"OBA:VT0010242"	"skos:exactMatch"	"VT:0010242"	"reticulo-rumen mass"
"OBA:VT0010244"	"skos:exactMatch"	"VT:0010244"	"rumen papillae morphology trait"
"OBA:VT0010245"	"skos:exactMatch"	"VT:0010245"	"omasum morphology trait"
"OBA:VT0010246"	"skos:exactMatch"	"VT:0010246"	"omasum capacity"
"OBA:VT0010247"	"skos:exactMatch"	"VT:0010247"	"omasum mass"
"OBA:VT0010248"	"skos:exactMatch"	"VT:0010248"	"hemolymphoid system trait"
"OBA:VT0010250"	"skos:exactMatch"	"VT:0010250"	"hematopoietic system morphology trait"
"OBA:VT0010252"	"skos:exactMatch"	"VT:0010252"	"hemolymphoid system morphology trait"
"OBA:VT0010256"	"skos:exactMatch"	"VT:0010256"	"colostrum trait"
"OBA:VT0010264"	"skos:exactMatch"	"VT:0010264"	"colostrum amount"
"OBA:VT0010267"	"skos:exactMatch"	"VT:0010267"	"milk whey acidic protein amount"
"OBA:VT0010268"	"skos:exactMatch"	"VT:0010268"	"milk lactoferrin amount"
"OBA:VT0010269"	"skos:exactMatch"	"VT:0010269"	"colostrum hormone amount"
"OBA:VT0010270"	"skos:exactMatch"	"VT:0010270"	"colostrum steroid amount"
"OBA:VT0010271"	"skos:exactMatch"	"VT:0010271"	"colostrum leptin amount"
"OBA:VT0010274"	"skos:exactMatch"	"VT:0010274"	"ear orientation trait"
"OBA:VT0010275"	"skos:exactMatch"	"VT:0010275"	"milk hormone amount"
"OBA:VT0010276"	"skos:exactMatch"	"VT:0010276"	"milk steroid amount"
"OBA:VT0010277"	"skos:exactMatch"	"VT:0010277"	"milk leptin amount"
"OBA:VT0010281"	"skos:exactMatch"	"VT:0010281"	"milk alpha-S1-casein amount"
"OBA:VT0010283"	"skos:exactMatch"	"VT:0010283"	"milk kappa-casein amount"
"OBA:VT0010284"	"skos:exactMatch"	"VT:0010284"	"milk beta-casein amount"
"OBA:VT0010287"	"skos:exactMatch"	"VT:0010287"	"milk lactose amount"
"OBA:VT0010288"	"skos:exactMatch"	"VT:0010288"	"milk mineral amount"
"OBA:VT0010290"	"skos:exactMatch"	"VT:0010290"	"milk calcium amount"
"OBA:VT0010291"	"skos:exactMatch"	"VT:0010291"	"milk potassium amount"
"OBA:VT0010292"	"skos:exactMatch"	"VT:0010292"	"milk sodium amount"
"OBA:VT0010293"	"skos:exactMatch"	"VT:0010293"	"milk phosphorus amount"
"OBA:VT0010294"	"skos:exactMatch"	"VT:0010294"	"milk chloride amount"
"OBA:VT0010295"	"skos:exactMatch"	"VT:0010295"	"milk magnesium amount"
"OBA:VT0010298"	"skos:exactMatch"	"VT:0010298"	"heart ventricle size trait"
"OBA:VT0010302"	"skos:exactMatch"	"VT:0010302"	"blood uric acid amount"
"OBA:VT0010303"	"skos:exactMatch"	"VT:0010303"	"milk fatty acid amount"
"OBA:VT0010304"	"skos:exactMatch"	"VT:0010304"	"milk saturated fatty acid amount"
"OBA:VT0010305"	"skos:exactMatch"	"VT:0010305"	"milk unsaturated fatty acid amount"
"OBA:VT0010319"	"skos:exactMatch"	"VT:0010319"	"milk fatty acid C20:0 amount"
"OBA:VT0010322"	"skos:exactMatch"	"VT:0010322"	"milk omega-3 fatty acid amount"
"OBA:VT0010323"	"skos:exactMatch"	"VT:0010323"	"milk omega-6 fatty acid amount"
"OBA:VT0010324"	"skos:exactMatch"	"VT:0010324"	"milk conjugated linoleic acid amount"
"OBA:VT0010373"	"skos:exactMatch"	"VT:0010373"	"milk monounsaturated fatty acid amount"
"OBA:VT0010374"	"skos:exactMatch"	"VT:0010374"	"milk polyunsaturated fatty acid amount"
"OBA:VT0010375"	"skos:exactMatch"	"VT:0010375"	"ovary diameter"
"OBA:VT0010380"	"skos:exactMatch"	"VT:0010380"	"milk beta-carotene amount"
"OBA:VT0010381"	"skos:exactMatch"	"VT:0010381"	"milk retinol amount"
"OBA:VT0010382"	"skos:exactMatch"	"VT:0010382"	"milk triglyceride amount"
"OBA:VT0010383"	"skos:exactMatch"	"VT:0010383"	"milk cholesterol amount"
"OBA:VT0010384"	"skos:exactMatch"	"VT:0010384"	"oviduct length"
"OBA:VT0010385"	"skos:exactMatch"	"VT:0010385"	"milk diacylglycerol amount"
"OBA:VT0010386"	"skos:exactMatch"	"VT:0010386"	"milk monoacylglycerol amount"
"OBA:VT0010387"	"skos:exactMatch"	"VT:0010387"	"milk phospholipid amount"
"OBA:VT0010388"	"skos:exactMatch"	"VT:0010388"	"milk polyphenol amount"
"OBA:VT0010389"	"skos:exactMatch"	"VT:0010389"	"milk butyrophilin amount"
"OBA:VT0010394"	"skos:exactMatch"	"VT:0010394"	"uterine horn morphology trait"
"OBA:VT0010395"	"skos:exactMatch"	"VT:0010395"	"endometrium thickness"
"OBA:VT0010399"	"skos:exactMatch"	"VT:0010399"	"milk urea amount"
"OBA:VT0010400"	"skos:exactMatch"	"VT:0010400"	"milk ammonia amount"
"OBA:VT0010401"	"skos:exactMatch"	"VT:0010401"	"ovarian follicle size trait"
"OBA:VT0010402"	"skos:exactMatch"	"VT:0010402"	"corpus luteum size trait"
"OBA:VT0010403"	"skos:exactMatch"	"VT:0010403"	"cervical opening shape trait"
"OBA:VT0010405"	"skos:exactMatch"	"VT:0010405"	"sperm size trait"
"OBA:VT0010406"	"skos:exactMatch"	"VT:0010406"	"sperm flagellum size trait"
"OBA:VT0010413"	"skos:exactMatch"	"VT:0010413"	"luteinizing hormone secretion trait"
"OBA:VT0010414"	"skos:exactMatch"	"VT:0010414"	"follicle-stimulating hormone secretion trait"
"OBA:VT0010415"	"skos:exactMatch"	"VT:0010415"	"prolactin secretion trait"
"OBA:VT0010417"	"skos:exactMatch"	"VT:0010417"	"leukocyte proliferation trait"
"OBA:VT0010420"	"skos:exactMatch"	"VT:0010420"	"adrenal gland mass"
"OBA:VT0010421"	"skos:exactMatch"	"VT:0010421"	"epididymal fat pad mass"
"OBA:VT0010422"	"skos:exactMatch"	"VT:0010422"	"femoral fat pad mass"
"OBA:VT0010423"	"skos:exactMatch"	"VT:0010423"	"gonadal fat pad mass"
"OBA:VT0010424"	"skos:exactMatch"	"VT:0010424"	"inguinal fat pad mass"
"OBA:VT0010425"	"skos:exactMatch"	"VT:0010425"	"interscapular fat pad mass"
"OBA:VT0010426"	"skos:exactMatch"	"VT:0010426"	"mammary fat pad mass"
"OBA:VT0010427"	"skos:exactMatch"	"VT:0010427"	"mesenteric fat pad mass"
"OBA:VT0010428"	"skos:exactMatch"	"VT:0010428"	"parametrial fat pad mass"
"OBA:VT0010429"	"skos:exactMatch"	"VT:0010429"	"renal fat pad mass"
"OBA:VT0010430"	"skos:exactMatch"	"VT:0010430"	"retroperitoneal fat pad mass"
"OBA:VT0010431"	"skos:exactMatch"	"VT:0010431"	"uterine fat pad mass"
"OBA:VT0010442"	"skos:exactMatch"	"VT:0010442"	"behavior trait"
"OBA:VT0010448"	"skos:exactMatch"	"VT:0010448"	"forelimb muscle mass"
"OBA:VT0010449"	"skos:exactMatch"	"VT:0010449"	"hindlimb muscle mass"
"OBA:VT0010453"	"skos:exactMatch"	"VT:0010453"	"abdominal wall mass"
"OBA:VT0010454"	"skos:exactMatch"	"VT:0010454"	"organism trait"
"OBA:VT0010455"	"skos:exactMatch"	"VT:0010455"	"rhythmic behavior trait"
"OBA:VT0010456"	"skos:exactMatch"	"VT:0010456"	"cerebrospinal fluid mineral amount"
"OBA:VT0010457"	"skos:exactMatch"	"VT:0010457"	"platelet size trait"
"OBA:VT0010458"	"skos:exactMatch"	"VT:0010458"	"outer ear area"
"OBA:VT0010466"	"skos:exactMatch"	"VT:0010466"	"prostate mass"
"OBA:VT0010467"	"skos:exactMatch"	"VT:0010467"	"lateral prostate mass"
"OBA:VT0010468"	"skos:exactMatch"	"VT:0010468"	"ventral prostate mass"
"OBA:VT0010470"	"skos:exactMatch"	"VT:0010470"	"pancreas insulin amount"
"OBA:VT0010471"	"skos:exactMatch"	"VT:0010471"	"exploratory behavior trait"
"OBA:VT0010484"	"skos:exactMatch"	"VT:0010484"	"nervous system serotonin amount"
"OBA:VT0010487"	"skos:exactMatch"	"VT:0010487"	"response to xenobiotic stimulus trait"
"OBA:VT0010489"	"skos:exactMatch"	"VT:0010489"	"response to alcohol trait"
"OBA:VT0010492"	"skos:exactMatch"	"VT:0010492"	"left ventricle diameter"
"OBA:VT0010493"	"skos:exactMatch"	"VT:0010493"	"left atrium diameter"
"OBA:VT0010494"	"skos:exactMatch"	"VT:0010494"	"lumbar vertebra morphology trait"
"OBA:VT0010495"	"skos:exactMatch"	"VT:0010495"	"inguinal lymph node mass"
"OBA:VT0010496"	"skos:exactMatch"	"VT:0010496"	"pituitary gland mass"
"OBA:VT0010498"	"skos:exactMatch"	"VT:0010498"	"liver cholesterol amount"
"OBA:VT0010499"	"skos:exactMatch"	"VT:0010499"	"calcium amount"
"OBA:VT0010502"	"skos:exactMatch"	"VT:0010502"	"urine catecholamine amount"
"OBA:VT0010508"	"skos:exactMatch"	"VT:0010508"	"neurocranium mass"
"OBA:VT0010510"	"skos:exactMatch"	"VT:0010510"	"lumbar vertebra mass"
"OBA:VT0010514"	"skos:exactMatch"	"VT:0010514"	"blood transferrin amount"
"OBA:VT0010515"	"skos:exactMatch"	"VT:0010515"	"blood fibronectin amount"
"OBA:VT0010516"	"skos:exactMatch"	"VT:0010516"	"blood glutathione amount"
"OBA:VT0010517"	"skos:exactMatch"	"VT:0010517"	"neurocranium size trait"
"OBA:VT0010518"	"skos:exactMatch"	"VT:0010518"	"lumbar vertebra size trait"
"OBA:VT0010519"	"skos:exactMatch"	"VT:0010519"	"liver triglyceride amount"
"OBA:VT0010524"	"skos:exactMatch"	"VT:0010524"	"seminal gland mass"
"OBA:VT0010527"	"skos:exactMatch"	"VT:0010527"	"associative learning trait"
"OBA:VT0010536"	"skos:exactMatch"	"VT:0010536"	"rostral migratory stream morphology"
"OBA:VT0010537"	"skos:exactMatch"	"VT:0010537"	"lateral septum morphology"
"OBA:VT0010538"	"skos:exactMatch"	"VT:0010538"	"lateral septum size"
"OBA:VT0010542"	"skos:exactMatch"	"VT:0010542"	"enamel thickness"
"OBA:VT0010567"	"skos:exactMatch"	"VT:0010567"	"thoracic aorta morphology"
"OBA:VT0010569"	"skos:exactMatch"	"VT:0010569"	"quadriceps morphology"
"OBA:VT0010570"	"skos:exactMatch"	"VT:0010570"	"lumbar vertebra area"
"OBA:VT0010573"	"skos:exactMatch"	"VT:0010573"	"vertebra strength"
"OBA:VT0010574"	"skos:exactMatch"	"VT:0010574"	"lumbar vertebra strength"
"OBA:VT0010608"	"skos:exactMatch"	"VT:0010608"	"thyroid gland mass"
"OBA:VT0010609"	"skos:exactMatch"	"VT:0010609"	"areola morphology"
"OBA:VT0010610"	"skos:exactMatch"	"VT:0010610"	"areola quantity"
"OBA:VT0010611"	"skos:exactMatch"	"VT:0010611"	"uterus mass"
"OBA:VT0010612"	"skos:exactMatch"	"VT:0010612"	"cranium morphology"
"OBA:VT0010613"	"skos:exactMatch"	"VT:0010613"	"cranium size"
"OBA:VT0010614"	"skos:exactMatch"	"VT:0010614"	"cranium mass"
"OBA:VT0010629"	"skos:exactMatch"	"VT:0010629"	"bulbourethral gland mass"
"OBA:VT0010641"	"skos:exactMatch"	"VT:0010641"	"renal artery morphology"
"OBA:VT0010643"	"skos:exactMatch"	"VT:0010643"	"iliac artery morphology"
"OBA:VT0010645"	"skos:exactMatch"	"VT:0010645"	"biceps brachii mass"
"OBA:VT0010646"	"skos:exactMatch"	"VT:0010646"	"biceps femoris muscle mass"
"OBA:VT0010647"	"skos:exactMatch"	"VT:0010647"	"forelimb muscle morphology"
"OBA:VT0010655"	"skos:exactMatch"	"VT:0010655"	"feather length"
"OBA:VT0010656"	"skos:exactMatch"	"VT:0010656"	"comb morphology"
"OBA:VT0010657"	"skos:exactMatch"	"VT:0010657"	"comb size"
"OBA:VT0010658"	"skos:exactMatch"	"VT:0010658"	"comb shape"
"OBA:VT0010659"	"skos:exactMatch"	"VT:0010659"	"feather tract morphology"
"OBA:VT0010660"	"skos:exactMatch"	"VT:0010660"	"feather tract width"
"OBA:VT0010664"	"skos:exactMatch"	"VT:0010664"	"semimembranosus mass"
"OBA:VT0010665"	"skos:exactMatch"	"VT:0010665"	"gluteus medius mass"
"OBA:VT0010669"	"skos:exactMatch"	"VT:0010669"	"longissimus thoracis width"
"OBA:VT0010671"	"skos:exactMatch"	"VT:0010671"	"tarsometatarsus morphology"
"OBA:VT0010672"	"skos:exactMatch"	"VT:0010672"	"tarsometatarsus mass"
"OBA:VT0010673"	"skos:exactMatch"	"VT:0010673"	"tarsometatarsus length"
"OBA:VT0010674"	"skos:exactMatch"	"VT:0010674"	"tarsometatarsus circumference"
"OBA:VT0010675"	"skos:exactMatch"	"VT:0010675"	"semimembranosus size"
"OBA:VT0010676"	"skos:exactMatch"	"VT:0010676"	"semimembranosus width"
"OBA:VT0010679"	"skos:exactMatch"	"VT:0010679"	"tarsometatarsus diameter"
"OBA:VT0010684"	"skos:exactMatch"	"VT:0010684"	"peritoneum morphology"
"OBA:VT0010693"	"skos:exactMatch"	"VT:0010693"	"longissimus muscle morphology"
"OBA:VT0015000"	"skos:exactMatch"	"VT:0015000"	"epididymal fat pad morphology trait"
"OBA:VT0015001"	"skos:exactMatch"	"VT:0015001"	"femoral fat pad morphology trait"
"OBA:VT0015002"	"skos:exactMatch"	"VT:0015002"	"interscapular fat pad morphology trait"
"OBA:VT0015003"	"skos:exactMatch"	"VT:0015003"	"mammary fat pad morphology trait"
"OBA:VT0015004"	"skos:exactMatch"	"VT:0015004"	"mesenteric fat pad morphology"
"OBA:VT0015005"	"skos:exactMatch"	"VT:0015005"	"parametrial fat pad morphology trait"
"OBA:VT0015006"	"skos:exactMatch"	"VT:0015006"	"renal fat pad morphology trait"
"OBA:VT0015007"	"skos:exactMatch"	"VT:0015007"	"uterine fat pad morphology trait"
"OBA:VT0015011"	"skos:exactMatch"	"VT:0015011"	"white adipocyte size trait"
"OBA:VT0015035"	"skos:exactMatch"	"VT:0015035"	"auditory cortex morphology trait"
"OBA:VT0015037"	"skos:exactMatch"	"VT:0015037"	"gland development trait"
"OBA:VT0015039"	"skos:exactMatch"	"VT:0015039"	"body width"
"OBA:VT0015043"	"skos:exactMatch"	"VT:0015043"	"milk amount"
"OBA:VT0015044"	"skos:exactMatch"	"VT:0015044"	"beak morphology trait"
"OBA:VT0015045"	"skos:exactMatch"	"VT:0015045"	"thoracic cavity morphology trait"
"OBA:VT0015047"	"skos:exactMatch"	"VT:0015047"	"head development trait"
"OBA:VT0015050"	"skos:exactMatch"	"VT:0015050"	"paravertebral ganglion morphology trait"
"OBA:VT0015051"	"skos:exactMatch"	"VT:0015051"	"prevertebral ganglion morphology trait"
"OBA:VT0015052"	"skos:exactMatch"	"VT:0015052"	"surface structure trait"
"OBA:VT0015053"	"skos:exactMatch"	"VT:0015053"	"opercular flap morphology"
"OBA:VT0015054"	"skos:exactMatch"	"VT:0015054"	"lumbar dorsal root ganglion morphology trait"
"OBA:VT0015055"	"skos:exactMatch"	"VT:0015055"	"cloaca morphology trait"
"OBA:VT0015057"	"skos:exactMatch"	"VT:0015057"	"head physiology trait"
"OBA:VT0015058"	"skos:exactMatch"	"VT:0015058"	"brain physiology trait"
"OBA:VT0015059"	"skos:exactMatch"	"VT:0015059"	"thorax trait"
"OBA:VT0015060"	"skos:exactMatch"	"VT:0015060"	"rump trait"
"OBA:VT0015063"	"skos:exactMatch"	"VT:0015063"	"parasympathetic postganglionic fiber morphology trait"
"OBA:VT0015064"	"skos:exactMatch"	"VT:0015064"	"parasympathetic preganglionic fiber morphology trait"
"OBA:VT0015065"	"skos:exactMatch"	"VT:0015065"	"gustatory system trait"
"OBA:VT0015066"	"skos:exactMatch"	"VT:0015066"	"surface structure morphology trait"
"OBA:VT0015068"	"skos:exactMatch"	"VT:0015068"	"surface structure physiology trait"
"OBA:VT0015069"	"skos:exactMatch"	"VT:0015069"	"appendage development trait"
"OBA:VT0015070"	"skos:exactMatch"	"VT:0015070"	"appendage physiology trait"
"OBA:VT0015071"	"skos:exactMatch"	"VT:0015071"	"appendage morphology trait"
"OBA:VT0015072"	"skos:exactMatch"	"VT:0015072"	"fin morphology trait"
"OBA:VT0015073"	"skos:exactMatch"	"VT:0015073"	"fin regeneration trait"
"OBA:VT0015074"	"skos:exactMatch"	"VT:0015074"	"organ system trait"
"OBA:VT0015075"	"skos:exactMatch"	"VT:0015075"	"styloid process of temporal bone morphology trait"
"OBA:VT0015076"	"skos:exactMatch"	"VT:0015076"	"subarcuate fossa morphology trait"
"OBA:VT0015077"	"skos:exactMatch"	"VT:0015077"	"molecule homeostasis trait"
"OBA:VT0015079"	"skos:exactMatch"	"VT:0015079"	"sterol homeostasis trait"
"OBA:VT0015085"	"skos:exactMatch"	"VT:0015085"	"cerebellum vermis lobule morphology trait"
"OBA:VT0015086"	"skos:exactMatch"	"VT:0015086"	"urine mineral amount"
"OBA:VT0015087"	"skos:exactMatch"	"VT:0015087"	"vitamin metabolism trait"
"OBA:VT0015088"	"skos:exactMatch"	"VT:0015088"	"glucose metabolism trait"
"OBA:VT0015089"	"skos:exactMatch"	"VT:0015089"	"alcohol metabolism trait"
"OBA:VT0015094"	"skos:exactMatch"	"VT:0015094"	"equilibrioception system trait"
"OBA:VT0015095"	"skos:exactMatch"	"VT:0015095"	"sensory trait"
"OBA:VT0015096"	"skos:exactMatch"	"VT:0015096"	"equilibrioception system morphology trait"
"OBA:VT0015097"	"skos:exactMatch"	"VT:0015097"	"equilibrioception system physiology trait"
"OBA:VT0015100"	"skos:exactMatch"	"VT:0015100"	"nociception system physiology trait"
"OBA:VT0015104"	"skos:exactMatch"	"VT:0015104"	"hippocampus pyramidal cell layer morphology trait"
"OBA:VT0015105"	"skos:exactMatch"	"VT:0015105"	"cerebrum morphology trait"
"OBA:VT0015106"	"skos:exactMatch"	"VT:0015106"	"neocortex morphology trait"
"OBA:VT0015108"	"skos:exactMatch"	"VT:0015108"	"neurite morphology trait"
"OBA:VT0015109"	"skos:exactMatch"	"VT:0015109"	"dendrite morphology trait"
"OBA:VT0015110"	"skos:exactMatch"	"VT:0015110"	"synapse morphology trait"
"OBA:VT0015111"	"skos:exactMatch"	"VT:0015111"	"inner ear development trait"
"OBA:VT0100000"	"skos:exactMatch"	"VT:0100000"	"humerus size trait"
"OBA:VT0100001"	"skos:exactMatch"	"VT:0100001"	"tibia size trait"
"OBA:VT0100002"	"skos:exactMatch"	"VT:0100002"	"connective tissue trait"
"OBA:VT0100003"	"skos:exactMatch"	"VT:0100003"	"organism subdivision trait"
"OBA:VT0100005"	"skos:exactMatch"	"VT:0100005"	"body size trait"
"OBA:VT0100007"	"skos:exactMatch"	"VT:0100007"	"growth trait"
"OBA:VT0100012"	"skos:exactMatch"	"VT:0100012"	"kidney blood vessel physiology trait"
"OBA:VT0100015"	"skos:exactMatch"	"VT:0100015"	"circulatory system development trait"
