id	predicate	value
EFO:0004615	rdfs:label	apolipoprotein B measurement
EFO:0008113	rdfs:label	dual specificity mitogen-activated protein kinase kinase 4 measurement
EFO:0009937	rdfs:label	Opioid use measurement
EFO:0010724	rdfs:label	lifestyle measurement@en
EFO:0020574	rdfs:label	mitogen-activated protein kinase 1 measurement
EFO:0020317	rdfs:label	delta-like protein 4 measurement
EFO:0008054	rdfs:label	C-C motif chemokine 7 measurement
EFO:0020857	rdfs:label	very low density lipoprotein cholesterol change measurement
EFO:0010987	rdfs:label	4-deoxythreonic acid measurement
EFO:0007999	rdfs:label	lower body strength measurement
EFO:0020427	rdfs:label	growth/differentiation factor 11 measurement
EFO:0021387	rdfs:label	valine-to-isovalerylcarnitine ratio
EFO:0020481	rdfs:label	inter-alpha-trypsin inhibitor heavy chain h4 measurement
EFO:0020532	rdfs:label	leucine-rich repeat transmembrane neuronal protein 3 measurement
EFO:0005105	rdfs:label	lipid or lipoprotein measurement
EFO:0004763	rdfs:label	p-tau measurement
EFO:0021059	rdfs:label	2-hydroxystearate measurement
EFO:0005119	rdfs:label	antioxidant measurement
EFO:0007804	rdfs:label	LDL cholesterol change measurement
EFO:0007631	rdfs:label	hexose measurement
EFO:0020279	rdfs:label	complement C5B-C6 complex measurement
EFO:0010434	rdfs:label	triacylglycerol 56:7 measurement@en
EFO:0010615	rdfs:label	galanin peptides measurement@en
EFO:0007645	rdfs:label	longitudinal alcohol consumption measurement
EFO:0020642	rdfs:label	plasma serine protease inhibitor measurement
EFO:0007798	rdfs:label	linguistic error measurement
EFO:0008419	rdfs:label	susceptibility to chronic sinus infection measurement
EFO:0010383	rdfs:label	phosphatidylcholine 36:5 measurement@en
EFO:0010544	rdfs:label	uridine diphosphate glucose measurement@en
EFO:0008228	rdfs:label	mediator of RNA polymerase II transcription subunit 1 measurement
EFO:0009370	rdfs:label	radon exposure measurement
EFO:0009115	rdfs:label	tobacco smoke exposure measurement
EFO:0008216	rdfs:label	lysozyme C measurement
EFO:0009804	rdfs:label	pulse wave reflection index measurement
EFO:0007707	rdfs:label	cerebral amyloid deposition measurement
EFO:0007756	rdfs:label	Staphylococcus aureus carrier status
EFO:0020718	rdfs:label	secreted frizzled-related protein 1 measurement
EFO:0021305	rdfs:label	X-12428 measurement
EFO:0020017	rdfs:label	2-aminobutyrate measurement@en
EFO:0006793	rdfs:label	left inferior lateral ventricle volume measurement
EFO:0010447	rdfs:label	3-hydroxyanthranilic acid measurement@en
EFO:0003965	rdfs:label	very low birth weight infant
EFO:0020828	rdfs:label	tyrosine-protein kinase LYN, isoform b measurement
EFO:0020342	rdfs:label	ectonucleoside triphosphate diphosphohydrolase 1 measurement
EFO:0021415	rdfs:label	X-04499--3,4-dihydroxybutyrate-to-C-glycosyltryptophan ratio
EFO:0009100	rdfs:label	social domain measurement
EFO:0009226	rdfs:label	Methemoglobin to Total Hemoglobin Ratio Measurement
EFO:0007771	rdfs:label	pathologic complete response measurement
EFO:0020635	rdfs:label	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase pten measurement
EFO:0006829	rdfs:label	GFR change measurement
EFO:0009766	rdfs:label	asparagine measurement
EFO:0011018	rdfs:label	brain-derived neurotrophic factor measurement@en
EFO:0008048	rdfs:label	C-C motif chemokine 21 measurement
EFO:0020960	rdfs:label	esterified brassicasterol measurement@en
EFO:0020146	rdfs:label	angiopoietin-1 measurement
EFO:0010530	rdfs:label	ribulose-5-phosphate measurement@en
EFO:0021208	rdfs:label	X-09026 measurement
EFO:0010405	rdfs:label	triacylglycerol 48:2 measurement@en
EFO:0010601	rdfs:label	hepatitis A virus cellular receptor 1 measurement@en
EFO:0010996	rdfs:label	n-methylpicolinic acid measurement
EFO:0007769	rdfs:label	thoracic-to-hip circumference ratio measurement
EFO:0021262	rdfs:label	X-11799 measurement
EFO:0021318	rdfs:label	X-12644 measurement
EFO:0009771	rdfs:label	methionine measurement
EFO:0004469	rdfs:label	HOMA-B
EFO:0020538	rdfs:label	low-density lipoprotein receptor-related protein 8 measurement
EFO:0008261	rdfs:label	plasma protease C1 inhibitor measurement
EFO:0021372	rdfs:label	X-14588 measurement
EFO:0008202	rdfs:label	L-Selectin measurement
EFO:0008199	rdfs:label	Kunitz-type protease inhibitor 1 measurement
EFO:0008275	rdfs:label	S-formylglutathione hydrolase measurement
EFO:0020592	rdfs:label	netrin-4 measurement
EFO:0007742	rdfs:label	QRS amplitude
EFO:0007591	rdfs:label	bone mineral accretion measurement
EFO:0020455	rdfs:label	histone-lysine n-methyltransferase EHMT2 measurement
EFO:0008269	rdfs:label	properdin measurement
EFO:0021401	rdfs:label	ADpSGEGDFXAEGGGVR-to-X-14304--leucylalanine ratio
EFO:0021038	rdfs:label	acetylcarnitine measurement
EFO:0004307	rdfs:label	glucose tolerance test
EFO:0008404	rdfs:label	susceptibility to mumps measurement
EFO:0020042	rdfs:label	jasmonic acid measurement
EFO:0021148	rdfs:label	4-ethylphenylsulfate measurement
EFO:0009750	rdfs:label	dissociation measurement
EFO:0020759	rdfs:label	syntaxin-1a measurement
EFO:0021082	rdfs:label	1-heptadecanoylglycerophosphocholine measurement
EFO:0010508	rdfs:label	malate measurement@en
EFO:0010347	rdfs:label	cholesteryl ester 20:3 measurement@en
EFO:0008101	rdfs:label	contactin-5 measurement
EFO:0008423	rdfs:label	IgG monogalactosylation measurement
EFO:0007931	rdfs:label	non-HDL cholesterol:HDL cholesterol ratio
EFO:0020358	rdfs:label	ephrin-B3 measurement
EFO:0008254	rdfs:label	P-Selectin measurement
EFO:0008081	rdfs:label	cGMP-specific 3',5'-cyclic phosphodiesterase measurement
EFO:0008437	rdfs:label	early gestational weight gain
EFO:0009860	rdfs:label	chromosomal aberration frequency
EFO:0021192	rdfs:label	X-04498 measurement
EFO:0004920	rdfs:label	progression free survival
EFO:0008095	rdfs:label	complement decay-accelerating factor measurement
EFO:0020703	rdfs:label	receptor-type tyrosine-protein kinase flt3 measurement
EFO:0020627	rdfs:label	peptidyl-prolyl cis-trans isomerase F, mitochondrial measurement
EFO:0008364	rdfs:label	generational effect measurement
EFO:0009599	rdfs:label	feeling emotionally hurt measurement
EFO:0008109	rdfs:label	Dickkopf-related protein 3 measurement
EFO:0021040	rdfs:label	hexanoylcarnitine measurement
EFO:0020966	rdfs:label	free sitosterol measurement@en
EFO:0021101	rdfs:label	caprate 10:0 measurement
EFO:0020021	rdfs:label	N-acetyltyrosine measurement@en
EFO:0010451	rdfs:label	aconitate measurement@en
EFO:0010465	rdfs:label	beta-hydroxybutyric acid measurement@en
EFO:0004872	rdfs:label	inflammatory biomarker measurement
EFO:0020579	rdfs:label	mitogen-activated protein kinase 3 measurement
EFO:0020480	rdfs:label	integrin alpha-V: beta-5 complex measurement
EFO:0004908	rdfs:label	testosterone measurement
EFO:0008074	rdfs:label	cathepsin Z measurement
EFO:0020689	rdfs:label	protein wnt-7a measurement
EFO:0010096	rdfs:label	artificially sweetened beverage consumption measurement
EFO:0020523	rdfs:label	kremen protein 2 measurement
EFO:0009256	rdfs:label	standard deviation of the normal-to-normal inter beat intervals
EFO:0021226	rdfs:label	X-11334 measurement
EFO:0008184	rdfs:label	interleukin 4 measurement
EFO:0005080	rdfs:label	CC16 measurement
EFO:0020273	rdfs:label	COMM domain-containing protein 7 measurement
EFO:0020225	rdfs:label	carbohydrate sulfotransferase 2 measurement
EFO:0010379	rdfs:label	phosphatidylcholine 36:1 measurement@en
EFO:0008240	rdfs:label	N-acylethanolamine-hydrolyzing acid amidase measurement
EFO:0021407	rdfs:label	X-11315-to-pyroglutamine ratio
EFO:0006348	rdfs:label	pulmonary artery-aorta diameter ratio measurement
EFO:0008350	rdfs:label	alpha-linoleic acid measurement
EFO:0020419	rdfs:label	granzyme h measurement
EFO:0009410	rdfs:label	uterine fibroid measurement
EFO:0000686	rdfs:label	risk status
EFO:0007972	rdfs:label	androstenedione measurement
EFO:0010222	rdfs:label	ceramide measurement@en
EFO:0008595	rdfs:label	intermediate density lipoprotein measurement
EFO:0020187	rdfs:label	bone morphogenetic protein 7 measurement
EFO:0020744	rdfs:label	small glutamine-rich tetratricopeptide repeat-containing protein alpha measurement
EFO:0004516	rdfs:label	bone fracture related measurement
EFO:0009928	rdfs:label	Diuretic use measurement
EFO:0021046	rdfs:label	dihomo-linolenate 20:3n3 or n6 measurement
EFO:0009217	rdfs:label	Hemoglobin D to Total Hemoglobin Ratio Measurement
EFO:0008045	rdfs:label	C-C motif chemokine 17 measurement
EFO:0007678	rdfs:label	total fat intake measurement
EFO:0009362	rdfs:label	nicotine withdrawal measurement
EFO:0021156	rdfs:label	4-acetaminophen sulfate measurement
EFO:0020362	rdfs:label	epithelial discoidin domain-containing receptor 1 measurement
EFO:0021212	rdfs:label	X-10346 measurement
EFO:0020140	rdfs:label	alpha-soluble NSF attachment protein measurement
EFO:0007985	rdfs:label	platelet crit
EFO:0020301	rdfs:label	cysteine-rich secretory protein 3 measurement
EFO:0020472	rdfs:label	insulin-degrading enzyme measurement
EFO:0020892	rdfs:label	acetate change measurement
EFO:0009099	rdfs:label	arousal domain measurement
EFO:0007016	rdfs:label	food allergy measurement
EFO:0007773	rdfs:label	cutaneous psoriasis measurement
EFO:0020486	rdfs:label	interferon lambda-2 measurement
EFO:0004685	rdfs:label	hip geometry
EFO:0021322	rdfs:label	X-12704 measurement
EFO:0010606	rdfs:label	sclerostin measurement@en
EFO:0007636	rdfs:label	attention function measurement
EFO:0009265	rdfs:label	nausea and vomiting of pregnancy severity measurement
EFO:0021338	rdfs:label	X-12833 measurement
EFO:0000428	rdfs:label	dose
EFO:0008193	rdfs:label	interstitial collagenase measurement
EFO:0005021	rdfs:label	collection longitude
EFO:0010388	rdfs:label	phosphatidylcholine 38:6 measurement@en
EFO:0007899	rdfs:label	gamma-tocopherol measurement
EFO:0021392	rdfs:label	X-11820-to-cholesterol ratio
EFO:0020903	rdfs:label	phospholipid change measurement
EFO:0008207	rdfs:label	leucine carboxyl methyltransferase 1 measurement
EFO:0006924	rdfs:label	household air pollution measurement
EFO:0020730	rdfs:label	serine/threonine-protein kinase PAK 7 measurement
EFO:0020597	rdfs:label	neurexin-3-beta measurement
EFO:0020668	rdfs:label	protein disulfide-isomerase a3 measurement
EFO:0006938	rdfs:label	optic rim area measurement
EFO:0009182	rdfs:label	psychotic symptom measurement
EFO:0004704	rdfs:label	age at menopause
EFO:0009323	rdfs:label	alpha synuclein measurement
EFO:0004753	rdfs:label	interleukin 12 measurement
EFO:0010110	rdfs:label	ketone body measurement
EFO:0021032	rdfs:label	threonate measurement
EFO:0020008	rdfs:label	campesterol measurement@en
EFO:0021142	rdfs:label	gamma-glutamylphenylalanine measurement
EFO:0008409	rdfs:label	susceptibility to scarlet fever measurement
EFO:0020062	rdfs:label	diacylglycerol 36:3 measurement
EFO:0004508	rdfs:label	spine bone size
EFO:0020243	rdfs:label	cathepsin H measurement
EFO:0021295	rdfs:label	X-12217 measurement
EFO:0020118	rdfs:label	40s ribosomal protein S7 measurement
EFO:0010502	rdfs:label	indoxyl sulfate measurement@en
EFO:0010492	rdfs:label	glycocholic acid measurement@en
EFO:0007629	rdfs:label	hemoglobin A1 measurement
EFO:0020172	rdfs:label	bactericidal permeability-increasing protein measurement
EFO:0020621	rdfs:label	pancreatic hormone measurement
EFO:0009354	rdfs:label	Anti-influenza A virus IgG measurement
EFO:0020965	rdfs:label	total sitosterol measurement@en
EFO:0010306	rdfs:label	Grey matter density measurement@en
EFO:0008103	rdfs:label	cystatin-D measurement
EFO:0020550	rdfs:label	macrophage-stimulating protein receptor measurement
EFO:0008256	rdfs:label	peptidyl-prolyl cis-trans isomerase D measurement
EFO:0021253	rdfs:label	X-11546 measurement
EFO:0009862	rdfs:label	chromatid-type aberration frequency
EFO:0011002	rdfs:label	succinate measurement
EFO:0020307	rdfs:label	cytoplasmic protein NCK1 measurement
EFO:0009693	rdfs:label	thiopurine metabolite measurement
EFO:0020833	rdfs:label	tyrosine-protein kinase ZAP-70 measurement
EFO:0009438	rdfs:label	number of pregnancies measurement
EFO:0008366	rdfs:label	IgG isotype profile measurement
EFO:0021363	rdfs:label	X-14086 measurement
EFO:0020583	rdfs:label	moesin measurement
EFO:0008024	rdfs:label	angiostatin measurement
EFO:0021135	rdfs:label	ADSGEGDFXAEGGGVR measurement
EFO:0020693	rdfs:label	pulmonary surfactant-associated protein d measurement
EFO:0004570	rdfs:label	bilirubin measurement
EFO:0008134	rdfs:label	ficolin-1 measurement
EFO:0020856	rdfs:label	xaa-pro aminopeptidase 1 measurement
EFO:0010595	rdfs:label	heat shock protein beta-1 measurement@en
EFO:0007774	rdfs:label	thrombomodulin measurement
EFO:0020785	rdfs:label	triosephosphate isomerase measurement
EFO:0010373	rdfs:label	phosphatidylcholine 32:1 measurement@en
EFO:0020528	rdfs:label	laminin measurement
EFO:0004578	rdfs:label	homocysteine measurement
EFO:0010116	rdfs:label	choline measurement
EFO:0021073	rdfs:label	pentadecanoate 15:0 measurement
EFO:0021087	rdfs:label	1-oleoylglycerophosphoethanolamine measurement
EFO:0004815	rdfs:label	alpha macroglobulin measurement
EFO:0009258	rdfs:label	peak-valley respiratory sinus arrhythmia or high frequency power
EFO:0021356	rdfs:label	X-13619 measurement
EFO:0021183	rdfs:label	X-02269 measurement
EFO:0021197	rdfs:label	X-06126 measurement
EFO:0010498	rdfs:label	hydroxyproline measurement@en
EFO:0004732	rdfs:label	lipoprotein measurement
EFO:0020178	rdfs:label	BCL-2-related protein A1 measurement
EFO:0020181	rdfs:label	beta-adrenergic receptor kinase 1 measurement
EFO:0020676	rdfs:label	protein kinase b alpha/beta/gamma measurement
EFO:0004531	rdfs:label	urate measurement
EFO:0004510	rdfs:label	HPV seropositivity
EFO:0009216	rdfs:label	Hemoglobin C to Total Hemoglobin Ratio Measurement
EFO:0009412	rdfs:label	interleukin 1 alpha measurement
EFO:0021259	rdfs:label	X-11792 measurement
EFO:0010456	rdfs:label	allantoin measurement@en
EFO:0020348	rdfs:label	endothelial monocyte-activating polypeptide 2 measurement
EFO:0011008	rdfs:label	sex hormone measurement@en
EFO:0005845	rdfs:label	hemoglobin A2 measurement
EFO:0020842	rdfs:label	ubiquitin-fold modifier 1 measurement
EFO:0020136	rdfs:label	alpha-(1,3)-fucosyltransferase 5 measurement
EFO:0005941	rdfs:label	mammographic density measurement
EFO:0021369	rdfs:label	X-14450--phenylalanylleucine measurement
EFO:0010986	rdfs:label	4-deoxyerythronic acid measurement
EFO:0004635	rdfs:label	leptin receptor measurement
EFO:0600076	rdfs:label	stimulant use measurement
EFO:0021176	rdfs:label	7-methylxanthine measurement
EFO:0020514	rdfs:label	kallikrein-4 measurement
EFO:0004745	rdfs:label	NT-proBNP measurement
EFO:0008189	rdfs:label	interleukin 7 measurement
EFO:0021342	rdfs:label	X-12851 measurement
EFO:0020777	rdfs:label	toll-like receptor 2 measurement
EFO:0009291	rdfs:label	E/A ratio
EFO:0010365	rdfs:label	lysophosphatidylcholine 22:6 measurement@en
EFO:0004587	rdfs:label	lymphocyte count
EFO:0021079	rdfs:label	1-docosahexaenoylglycerophosphocholine measurement
EFO:0010812	rdfs:label	T-cell immunoglobulin and mucin domain 1 measurement@en
EFO:0010439	rdfs:label	triacylglycerol 58:12 measurement@en
EFO:0005665	rdfs:label	white matter hyperintensity measurement
EFO:0007928	rdfs:label	ventricular rate measurement
EFO:0005408	rdfs:label	pyroglutamine measurement
EFO:0010227	rdfs:label	phosphatidylcholine ether measurement@en
EFO:0021189	rdfs:label	X-04357 measurement
EFO:0009395	rdfs:label	hippocampal CA3 volume
EFO:0020405	rdfs:label	glucocorticoid receptor measurement
EFO:0008303	rdfs:label	transmembrane glycoprotein NMB measurement
EFO:0010549	rdfs:label	xanthosine measurement@en
EFO:0006958	rdfs:label	mannose measurement
EFO:0006785	rdfs:label	infant body height
EFO:0004800	rdfs:label	frontal theta oscillation measurement
EFO:0021294	rdfs:label	X-12216 measurement
EFO:0020507	rdfs:label	interleukin-4 receptor subunit alpha measurement
EFO:0020334	rdfs:label	dual 3',5'-cyclic-amp and -gmp phosphodiesterase 11a measurement
EFO:0004738	rdfs:label	tocopherol measurement
EFO:0008530	rdfs:label	kynurenine:tryptophan ratio
EFO:0004502	rdfs:label	adiponectin measurement
EFO:0009208	rdfs:label	Hemoglobin A Measurement
EFO:0020617	rdfs:label	olfactomedin-4 measurement
EFO:0007034	rdfs:label	seropositivity measurement
EFO:0600062	rdfs:label	blood group AB
EFO:0021162	rdfs:label	salicyluric glucuronide measurement
EFO:0004298	rdfs:label	cardiovascular measurement
EFO:0010522	rdfs:label	phosphoenolpyruvic acid measurement@en
EFO:0007886	rdfs:label	DDT metabolite measurement
EFO:0020883	rdfs:label	citrate change measurement
EFO:0010978	rdfs:label	chemotherapy-induced cytotoxicity measurement@en
EFO:0008316	rdfs:label	vaso-occlusive pain measurement
EFO:0007791	rdfs:label	rheumatoid factor seropositivity measurement
EFO:0021244	rdfs:label	X-11485 measurement
EFO:0010785	rdfs:label	fms related receptor tyrosine kinase-3 ligand measurement
EFO:0020291	rdfs:label	creatine kinase m-type measurement
EFO:0009356	rdfs:label	Anti-mumps virus IgG measurement
EFO:0021107	rdfs:label	undecanoate 11:0 measurement
EFO:0020569	rdfs:label	methyl-cpg-binding domain protein 4 measurement
EFO:0010157	rdfs:label	sucrose liking measurement
EFO:0010425	rdfs:label	triacylglycerol 54:7 measurement@en
EFO:0020105	rdfs:label	trunk bone mineral density@en
EFO:0021397	rdfs:label	arachidonate 20:4n6-to-1-arachidonoylglycerophosphoinositol ratio
EFO:0021202	rdfs:label	X-06350 measurement
EFO:0020437	rdfs:label	heparan-sulfate 6-o-sulfotransferase 1 measurement
EFO:0005919	rdfs:label	recombination measurement
EFO:0010990	rdfs:label	dimethylamine measurement
EFO:0010535	rdfs:label	sucrose measurement@en
EFO:0600055	rdfs:label	complement factor H-related protein 2 measurement
EFO:0008281	rdfs:label	serine/threonine-protein kinase 17B measurement
EFO:0020215	rdfs:label	calcineurin subunit B type 1 measurement
EFO:0008026	rdfs:label	annexin A1 measurement
